,jancd,itemnm,scat1cd,scat1nm,scat2cd,scat2nm,scat3cd,scat3nm,scat4cd,scat4nm,scatnm,makercd,makernm,itemkikaku,jan_2digits,jan_３digits,jan_3digits
51249,8115294,アニエスパケ　オーセイデュレスブラン　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,81,811,811
51250,8153005,ルフレーヴ　バタールモンラッシェ０５　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,81,815,815
51251,8197764,オルヴォー　ラトゥール・ジロー・ブルゴーニュブラン　７５０ｍ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,81,819,819
51252,8219473,アストル　シャトーマルキダレムベケール　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,821,821
51253,8234483,ヌーヴェルセレクション　ルーデュモンレアセレクションシャブリ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,823,823
51254,8234506,ヌーヴェルセレクション　ルーデュモンレアセレクションシャサー,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,823,823
51255,8251008,ＡＯＣボルドー　シャトークレルヴァル　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,82,825,825
51263,P090803,ボージョレ・ヴィラージュ・ヌーボー・ヴィエイユ・ヴィーニュ_２０１８,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,P0,P09,P09
51530,4710608,2.ｱﾙﾍﾞｰﾙ･ﾋﾞｼｮｰﾎﾞｰｼﾞｮﾚ･ｳﾞｨﾗｰｼﾞｭ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,47,471,471
51577,5810871,日本アクセス　ヴァン・ヌーヴォーシラー　７５０ML,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,58,581,581
51578,668552,0136ﾛｰﾗﾝ･ﾍﾟﾘｴ･ ﾗ ｷｭﾍﾞ750ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,66,668,668
51579,699488m,仏産ＡブリュモンＣＨモンテュス赤７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,69,699,699
51582,8133755,ラック　フェヴレイカシス　７００ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,81,813,813
51583,8142627,デュジャック　モレサンドニブラン　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,81,814,814
51588,9411446810,ﾌﾞｼｬｰﾙ ﾋﾟｭﾘﾆｰ ﾓﾝﾗｯｼｪ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,94,941,941
51593,Y00078429,ｼｬﾄｰﾄﾞﾌﾟﾚｻｯｸ1964,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,Y0,Y00,Y00
51651,1120,バロンフィリップ　ボルドーワインムートンカデセ　７５０ｍｌ＊２,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,11,112,112
51653,1671582,ボルドー金賞赤ワイン３本セット,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,1500,16,167,167
51862,5115450,【エノテカ】 19番 レゼルヴ・デュ・ゴルフ2012 化粧箱詰 750ml 1本,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,51,511,511
51863,607906,マルサネレグラステット  コワイヨ７５０■,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,60,607,607
51865,699565m,仏産　Ａビショーコートデュリュベロン赤,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,69,699,699
51868,8124517,Ｃコトティド　ヴォーヌロマネプルミエ０５　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,81,812,812
51869,8135506,トロボー　ショレレボーヌ０４　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,81,813,813
51870,815,ボージョレＶヌーヴォー樹齢予約,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,81,815,815
51871,8216144,ボルドー　シャトーベルビューラランド　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,82,821,821
51872,8220486,ヌーヴェルセレクション　アンリ・ショーヴェブリュットミレジム,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,822,822
51875,9411456604,レ・オー・ド・ランシュ・ムーサ　０４　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,94,941,941
51947,12935,予約　ＧＤボジョレーロゼＮ１３年　３７５,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,375,12,129,129
51970,23146,予約ピッスドゥリュ　ボジョレーヴィラージュ２５０Ｍ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,250,23,231,231
51997,3146439,アンリ・フェッシ　マコンヴィラージュヌーヴォ予約用 750ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,31,314,314
52176,5817665,ＤＭＨＤ　奄徳ヴーヴクリコイエロー３７５　375ML,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,375,58,581,581
52177,727,＠　ボージョレＣＣＤ　＠,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,72,727,727
52179,8154736,Ｓビーズ　コルトンシャルルマーニュ０５　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,81,815,815
52182,922,ボージョレ・Ｖ・プリムール予約,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,92,922,922
52188,Y00071772,ｸﾛﾃﾞｭｳﾞｭｰﾌﾟﾗﾄｰｾﾙﾀﾝ19,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,Y0,Y00,Y00
52291,2964,ヴィンテージリムー６本セット,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,29,296,296
52473,699125m,フランス　イヴォンモーＣＨラヴィゾン赤,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,69,699,699
52476,8157645,オルヴォー　ルジエール・ラルマンダン　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,81,815,815
52477,8216427,予約　ジャンガイヤールボジョレＶヌーヴォー　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,82,821,821
52478,8218605,エノテカ　ルイ・ロデレールブリュットナチュール０６　７５０ｍ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,821,821
52479,8252852,フランス　テロワールシャルドネ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,82,825,825
52483,9320789,ボジョレー・ヴィラージュ瓶　（社販）,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,93,932,932
52486,P089197,モメサンボージョレ・ロゼヌーボー_２０１８,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,P0,P08,P08
52487,SUN6706584,アルベール・ビショーボージョレ・ヌーヴォー,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,SU,SUN,SUN
52607,3309667,ﾒﾙｼｬﾝ ｼｬﾄｰﾚｲﾉﾝﾙｰｼﾞｭ05 750ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,33,330,330
52658,4113430,アンリ・Ｆ　ボージョレ・ロゼ２０１５　　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,41,411,411
52659,4294928,【成城石井】人気フランスボルドーおすすめ赤ワイン6本セット,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,4500,42,429,429
52712,4710875,3.ｺｸﾌﾞﾎﾟｰ･ﾄﾞ･ﾌﾗﾝｽﾎﾞｼﾞｮﾚｰ･ｳﾞｨﾗｰ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,47,471,471
52772,77019,予約　ＧＤボジョレーＮＶロゼパーティー,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,77,770,770
52775,8202567,ルロワ　コトーブルギニョンルージュ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,82,820,820
52776,8209276,ダイセイワールド　アンリジロー・フェドシェーヌブリュット　７,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,820,820
52777,8223029,アストル　レオヴァルバルトン０７　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,822,822
52778,8228246,ラック　デュジャックＦＰジュヴレシャンベルタン１２　７５０ｍ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,822,822
52783,9348257,ボジョレー・ヴィラージュ　瓶（予約）,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,93,934,934
52787,J977643,ボジョレーヌーヴォー_２０１８,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,J9,J97,J97
52863,12911,予約　ＧＤボジョレーヌーヴォ１３年３７５,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,375,12,129,129
52866,1953473,ボージョレヌーヴォハーフセット,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,375,19,195,195
52867,1972166,ポール・ジャブレ・エネ　シラー,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,19,197,197
52886,23160,予約タイユバンボジョレープレミアムレゼルブ７５０Ｍ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,23,231,231
53074,57797,ＣＨオー・バタイイ１９９７,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,57,577,577
53077,8104748,ラマルシュ　ヴォーヌ・ロマネ０９　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,81,810,810
53078,8202758,ヌーヴェルセレクション　ルネ・ゲランプイィフィッセ９３　７５,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,820,820
53079,8204516,ルロワ　フルールヴィーニュ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,820,820
53083,9338913,ボジョレー・ヴィラージュＰ（社販）,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,93,933,933
53089,Y00576727,ﾓﾚｻﾝﾄﾞﾆﾃﾞｭｼﾞｬｯｸ2000,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,Y0,Y00,Y00
53093,23016,予約ピエールフェロー　ボジョレーヴィラージュ７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,23,230,230
53147,1889435,【数量限定】ボジョレーヌーヴォー2015,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,18,188,188
53240,3900154,パスキエＤＶボージョレＮ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,39,390,390
53306,4815,フリュッテル・ブラン　ワインセット１,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,48,481,481
53349,607902,シャトートォールドミランボー赤７５０■,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,60,607,607
53353,8182722,リーデル　シャンパーニュ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,81,818,818
53359,9411478378,ﾞﾝﾍﾟﾘﾆﾖﾝ ｴﾉﾃｰｸ1992ﾊｺ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,94,941,941
53362,Y00576710,ﾓﾚｻﾝﾄﾞﾆﾄﾞﾒｰﾇﾃﾞｭｼﾞｬｯｸ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,Y0,Y00,Y00
53436,1459784,シャトージスクール,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,14,145,145
53636,699582,仏産  ＢＶＮモリエ－ル０９  赤  ７５０■,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,69,699,699
53640,8216205,アストル　カロン・ラ・シャペル　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,821,821
53641,8241504,Ｄピロン　ボジョレヴィラージュヌーヴォ予　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,82,824,824
53729,2013763,予約リュリーブラン２００９　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,20,201,201
53751,305400009,ダイス　エンゲルガルテン・クリュ・ダルザス２０１３,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,30,305,305
53919,5968116,タラニ・ソーヴィニヨン・ブラン,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,59,596,596
53921,7083,菱食　セグラＶビンテージ０５　７５０ＭＬ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,70,708,708
53923,8203960,エノテカ　アニョールージュ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,820,820
53924,8205643,ヌーヴェルセレクション　ブリムローズピノグリ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,82,820,820
53925,8217738,予約　Ｐフェローボジョレヴィラージュヌーヴォー　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,82,821,821
53927,9340688,ボジョレー・ヴィラージュ（店舗予約）１４,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,93,934,934
54026,1993844,予約ＡＢ　マコンＶＮ１６年３７５ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,375,19,199,199
54055,23115,予約ジョルジュデュブッフマコンヴィラージュ７５０Ｍ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,23,231,231
54162,4113454,アンリ・Ｆ　マコン・ヴィラージュ２０１５７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,41,411,411
54266,5810888,日本アクセス　ヴァン・ヌーヴォーメルロー７５０　750ML,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,58,581,581
54268,699408m,ＧＤボジョレーヴィラージュ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,69,699,699
54270,8189257,ヌーヴェルセレクション　ヴォージャンシーキュヴェザムル　７５,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,81,818,818
54271,8215444,ディオニー　ジュリアンメイエーリースリング　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,821,821
54272,8215451,ディオニー　ドゴールカンパニュ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,82,821,821
54273,8234469,ヌーヴェルセレクション　ルーデュモンオスピスジュヴレ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,823,823
54278,9411467518,ｼｬﾄｰ ｶﾛﾝｾｷﾞｭｰﾙ2002,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,94,941,941
54341,1208651121,ブルゴーニュ・ピノ・ノワール,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,12,120,120
54343,1914,タイユヴァン　ボジョレーヴィラージュヌーヴ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,19,191,191
54344,1972200,ラ・クロワザード　レゼルヴ　ピノノワール,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,19,197,197
54386,3112465,ジャンルイクレマン・ド・ボルドーブリュット　７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,31,311,311
54584,699599,仏産  ボジョレ－ＶＮ  パトリアッシュ０９赤,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,69,699,699
54586,8205636,ヌーヴェルセレクション　マチューブランセブリュット０２　７５,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,820,820
54594,H900240,伊藤忠食品 オーガニック・スパークリングワイン3本セット W-ST16062499 1セット （直送品）,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,2250,H9,H90,H90
54596,P165259,ＪＳＲトレーディングムルソー・ルージュ・カイユレＳ６４ー０４１１_７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,P1,P16,P16
54661,1208634701,ＭＪＤコート・ド・ボーヌ　ブ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,12,120,120
54853,607321m,仏産　ＣＰフル－ツグレ－プフル－ツ　２００,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,200,60,607,607
54854,699195m,ラブレロア　シャブリ　グランク　　　　　７,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,69,699,699
54855,699260,仏産ジョルジュデュブッフＢＮ赤３７５■,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,375,69,699,699
54856,699261,仏産ジョルジュデュブッフＭＶＮ白３７５■,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,375,69,699,699
54857,699524,仏産  ＭＶＮショワゾ－０９  白  ７５０■,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,69,699,699
54858,77040,予約ＣＨデドゥモワゼルＶＴ９６　７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,77,770,770
54860,8216441,予約　タイユヴァンボジョレＶヌーヴォーＰＲ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,82,821,821
54861,8242242,ディオニー　パスカルランベールＢＩＢビオ　３０００ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,824,824
54865,9152700000,早：１４ボジョレー　レ　ピエール　ドレ７５０Ｍ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,91,915,915
54869,P165237,シャトー・ピカール_カベルネ・ソーヴィニョン/メルロー_７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,P1,P16,P16
54870,Y00079358,ｼｬﾄｰﾗﾌﾙｰﾙﾄﾞｹﾞ1993,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,Y0,Y00,Y00
54935,12874,予約エリックＰヴィラージュＮ７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,12,128,128
54936,12881,予約最高金賞匠ボジョレーＶＮ１３年７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,12,128,128
54938,1905,モメサン　ワインギフト,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,3000,19,190,190
54939,1993837,予約ＡＢボジョレーＮロゼ１６年３７５ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,375,19,199,199
54942,2006611,【数量限定】 DEAN＆DELUCA（ディーンアンドデルーカ）ボジョレーヌーヴォー2017,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,20,200,200
54960,21968,予約カーヴドジュリエナスボジョレーヴィラージュ７５,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,21,219,219
54986,3112472,ジャンルイクレマン・ド・ボルドーロゼセック　７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,31,311,311
55039,3902042,ボジョレーロゼヌーヴォー,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,39,390,390
55095,4629009,Ｃ．ｃ．Ｄ．２０１０サイコウキンショウノ　ボ－ジョレ・ヴィラ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,46,462,462
