,jancd,itemnm,scat1cd,scat1nm,scat2cd,scat2nm,scat3cd,scat3nm,scat4cd,scat4nm,scatnm,makercd,makernm,itemkikaku,jan_2digits,jan_３digits,jan_3digits
109035,2901,アサヒビ　ＢＡＢＶヌーヴォー（予約）　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,29,290,290
109036,3141526,アンリ・フェッシ　ボージョレヴィラージュヌーヴォ 375ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,375,31,314,314
109037,3141533,アンリ・フェッシ　マコンヴィラージュヌーヴォ 750ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,31,314,314
109059,3146477,アンリ・フェッシボージョレ・Ｂヴィラージ２本セット 750ml*2,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,1500,31,314,314
109074,3146408,アンリ・フェッシ　ボージョレヌーヴォ予約用 750ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,31,314,314
109100,704,Ｆ予約　アサヒボージョレ７５０ｍｌ　１５日,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,70,704,704
109115,3141571,アンリ・フェッシ　ボージョレ・ロゼ２本セット 750ml*2,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,1500,31,314,314
109133,3141540,アンリフェッシ　ヌーヴォロゼ 750ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,31,314,314
109174,3132753,アンリ・フェッシ　ボージョレヌーヴォロゼ 750ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,31,313,313
109175,3463390,２－１アンリフェッシヴィラージュ２,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,34,346,346
109196,3141557,アンリ・フェッシレイシエールＢヴィラージュヌーヴォ 750ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,31,314,314
109209,3146422,アンリ・フェッシボージョレヴィラージュヌーヴォ予約 375ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,375,31,314,314
109232,3146460,アンリ・フェッシ　ボージョレ・ロゼ２本セット予約用 750ml*2,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,1500,31,314,314
109243,2535147,アンリ・フェッシ・ボジョレー・ヴィラージュ・ヌーボー_ガメイ_２０１８_７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,25,253,253
109261,3463406,２－２アンリフェッシマコンヴィラ２,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,34,346,346
109263,68078,Ｇ．アサヒ　ルイラトゥールシャブリ・ラ・シャ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,68,680,680
109290,2903,ＢＡＢヌーヴォー_７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,29,290,290
109291,3141502,アンリ・フェッシ　ボージョレヌーヴォ 750ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,31,314,314
109292,3141519,アンリ・フェッシ　ボージョレヴィラージュヌーヴォ 750ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,31,314,314
109295,7502703,アンリ・フェッシ・ボージョレ・ヌーヴォー・ベレール_７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,75,750,750
109331,2673260,【まとめ買いでお得】ヴィニャ・アルバリ・サングリア　1Lパック　1本 + ウィルキンソン炭酸 500ml　+ ウィルキン,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,4901004,アサヒビール,1000,26,267,267
109370,8854401539,ｻｻﾞﾝ ｶﾝﾌｵ-ﾄ 750ML,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,4901004,アサヒビール,750,88,885,885
109419,8110992,リキュール　サザンカンフォート　７５０ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,4901004,アサヒビール,750,81,811,811
109441,8854401905,ｻｻﾞﾝ ｶﾝﾌｵ-ﾄ 750ML,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,4901004,アサヒビール,750,88,885,885
109485,J862532,サザンカンフォート_７５０ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,4901004,アサヒビール,750,J8,J86,J86
109491,2811016,'アサヒビール　アサヒ　ヴィクトリーロード　350ml　48缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,16800,28,281,281
109494,5107832,アサヒ 期間限定 クリアアサヒ 夏の涼味 350ml 24缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,8400,51,510,510
109495,9644823,アサヒ　オフ　３５０　１２缶パック,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,,,新ｼﾞｬﾝﾙ,4901004,アサヒビール,0,96,964,964
109497,4553215,アサヒビール アサヒ クリアアサヒ 贅沢ゼロ 500ml 6缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,002,新ｼﾞｬﾝﾙ機能系,新ｼﾞｬﾝﾙ機能系,4901004,アサヒビール,3000,45,455,455
109516,8189752,アサヒ　クリアアサヒ秋　３５０ｍｌ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,350,81,818,818
109517,9644830,ＡＨ　クリア・アサヒ糖質０　３５０　１２,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,,,新ｼﾞｬﾝﾙ,4901004,アサヒビール,0,96,964,964
109539,3411912,アサヒビール　アサヒ　クリアアサヒ　吟醸　350ml　24缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,8400,34,341,341
109545,6267053,アサヒ クリアアサヒ スペシャルパッケージ 350ml 24缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,8400,62,626,626
109546,8157287,アサヒ　クリアアサヒＰＲケース　５００ｍｌ×２４缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,12000,81,815,815
109561,6796709,クリアアサヒ桜の宴ＥＤＦ用,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,350,67,679,679
109568,2527806,【フルグラおまけ付】アサヒビール　クリアセブン500ml×6缶　1セット,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,3000,25,252,252
109572,8163677,アサヒ　クリアアサヒ　３５０ｍｌ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,350,81,816,816
109573,P395024,アサヒ クリアアサヒ桜の宴_３５０ｍｌ×４８_缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,16800,P3,P39,P39
109587,3641921,アサヒ　クリアアサヒ　初摘みの贅沢　350ml　24缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,8400,36,364,364
109589,6267044,アサヒ クリアアサヒ スペシャルパッケージ 350ml 6缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,2100,62,626,626
109621,8163738,アサヒ　クリアアサヒケース　５００ｍｌ×２４缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,12000,81,816,816
109622,P289201,アサヒ 極上＜キレ味＞_３５０ｍｌ×４８_缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,16800,P2,P28,P28
109636,16452,社販　クリアアサヒ５００ｍｌケース,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,12000,16,164,164
109643,8148629,アサヒ　クリアアサヒ　２５０ｍｌ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,250,81,814,814
109644,A780513,【期間限定】クリアアサヒ クリアブラック 350ml 48缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,16800,A7,A78,A78
109645,J478324,アサヒビール クリアアサヒ プライムリッチ ー華やかリッチー 350ml×6缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,2100,J4,J47,J47
109669,5107959,アサヒ オリオン サザンスター サマーエディション 350ml 48缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,0,51,510,510
109671,8181350,アサヒ　オフケース　５００ｍｌ×２４缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,002,新ｼﾞｬﾝﾙ機能系,新ｼﾞｬﾝﾙ機能系,4901004,アサヒビール,12000,81,818,818
109690,1693301,'クリアアサヒ　クリスタルクリア　缶350ml　48缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,16800,16,169,169
109693,2356413,アサヒ　クリアアサヒ　桜の宴　350ml　48缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,16800,23,235,235
109698,3195489,アサヒビール　アサヒ　クリアアサヒ　秋の琥珀　350ml　24缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,8400,31,319,319
109707,5107805,アサヒ 期間限定 クリアアサヒ 夏の涼味 500ml 24缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,12000,51,510,510
109708,5107940,アサヒ オリオン サザンスター サマーエディション 350ml 24缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,8400,51,510,510
109710,8203120,アサヒ　クリアアサヒ贅沢ゼロ　３５０ｍｌ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,002,新ｼﾞｬﾝﾙ機能系,新ｼﾞｬﾝﾙ機能系,4901004,アサヒビール,350,82,820,820
109733,22095,アサヒ　スタイルフリー　３５０ＭＬ×２４,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,,,新ｼﾞｬﾝﾙ,4901004,アサヒビール,8400,22,220,220
109741,8163691,アサヒ　クリアアサヒケース　３５０ｍｌ×２４缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,8400,81,816,816
109742,8233141,アサヒ　クリアアサヒ吟醸ケース　３５０ｍｌ×２４,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,8400,82,823,823
109743,P227478,アサヒ クリアアサヒクリアレッド_５００ｍｌ×４８_缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,24000,P2,P22,P22
109767,2527477,【柿の種のおまけ付】クリアアサヒ350ml×6缶　セット,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,2100,25,252,252
109773,9646667,アサヒ　クリア・アサヒよりどり企画３５０,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,,,新ｼﾞｬﾝﾙ,4901004,アサヒビール,0,96,964,964
109797,J697566,アサヒビール オリオン スプラッシュビート 350ml×6缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,2100,J6,J69,J69
109798,P246568,アサヒ クリアアサヒプライムリッチ_３５０ｍｌ×２４_缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,8400,P2,P24,P24
109799,1719506,'アサヒオフ缶350ml×48缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,002,新ｼﾞｬﾝﾙ機能系,新ｼﾞｬﾝﾙ機能系,4901004,アサヒビール,16800,17,171,171
109833,2512957,【プライムリッチオリジナルグラスのおまけ付】アサヒ　クリアアサヒ　プライムリッチー華やか　350ml×6缶　1セット,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,2100,25,251,251
109834,2573021,アサヒ 極上＜キレ味＞_３５０ｍｌ×６_缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,2100,25,257,257
109841,8233103,アサヒ　クリアアサヒ吟醸　３５０ｍｌ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,350,82,823,823
109842,P099114,アサヒビール クリアアサヒ 和撰吟醸（わせんぎんじょう） 350ml × 48缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,16800,P0,P09,P09
109872,9633810,アサヒ　クリアアサヒ３５０ＭＬ　１２缶Ｐ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,4200,96,963,963
109876,4553242,アサヒビール アサヒ クリアアサヒ 贅沢ゼロ 500ml 48缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,002,新ｼﾞｬﾝﾙ機能系,新ｼﾞｬﾝﾙ機能系,4901004,アサヒビール,24000,45,455,455
109895,2938211,アサヒビール　アサヒ　オリオンスプラッシュビート　350ml　6缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,2100,29,293,293
109896,3090478,アサヒビール　アサヒ　ゴールドラッシュ　350ml　6缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,2100,30,309,309
109907,8181312,アサヒ　オフ６缶　３５０ｍｌ×６缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,002,新ｼﾞｬﾝﾙ機能系,新ｼﾞｬﾝﾙ機能系,4901004,アサヒビール,2100,81,818,818
109924,2938258,アサヒビール　アサヒ　アサヒオリオン　沖縄だより　350ml　6缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,2100,29,293,293
109931,9646834,アサヒ　沖縄だより　よりどり企画３５０Ｍ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,,,新ｼﾞｬﾝﾙ,4901004,アサヒビール,0,96,964,964
109932,1727179,'アサヒオフ缶500ml×48缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,002,新ｼﾞｬﾝﾙ機能系,新ｼﾞｬﾝﾙ機能系,4901004,アサヒビール,24000,17,172,172
109950,3090487,アサヒビール　アサヒ　ゴールドラッシュ　350ml　24缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,8400,30,309,309
109963,6144901,アサヒ クリアアサヒ 秋の膳 350ml 24缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,8400,61,614,614
109964,8127860,アサヒ　クリアアサヒ吟醸　５００ｍｌ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,500,81,812,812
109965,9638839,クリアプライムリッチ３５０　１２缶　　4200㍉㍑,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,,,新ｼﾞｬﾝﾙ,4901004,アサヒビール,0,96,963,963
109967,261,クリアアサヒ贅沢０　350ｍｌ×6缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,002,新ｼﾞｬﾝﾙ機能系,新ｼﾞｬﾝﾙ機能系,4901004,アサヒビール,2100,26,261,261
109970,8181336,アサヒ　オフ　５００ｍｌ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,002,新ｼﾞｬﾝﾙ機能系,新ｼﾞｬﾝﾙ機能系,4901004,アサヒビール,500,81,818,818
109995,3183906,アサヒビール　アサヒ　オリオンスペシャルエックス　350ml　6缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,2100,31,318,318
110004,5107921,アサヒ オリオン サザンスター サマーエディション 350ml 6缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,2100,51,510,510
110005,8127945,アサヒ　クリアアサヒ吟醸６缶　５００ｍｌ×６缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,3000,81,812,812
110006,883,ｱｻﾋ ｸﾘｱｱｻﾋ35,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,0,88,883,883
110007,92,アサヒ ぐびなま。_缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,0,92,92,92
110013,4553289,アサヒビール アサヒ クリアアサヒ 贅沢ゼロ 350ml 48缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,002,新ｼﾞｬﾝﾙ機能系,新ｼﾞｬﾝﾙ機能系,4901004,アサヒビール,16800,45,455,455
110028,3195470,アサヒビール　アサヒ　クリアアサヒ　秋の琥珀　350ml　6缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,2100,31,319,319
110033,5107860,アサヒ 期間限定 クリアアサヒ 夏の涼味 350ml 48缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,0,51,510,510
110034,8157270,アサヒ　クリアアサヒＰＲ６缶　５００ｍｌ×６缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,3000,81,815,815
110064,8126382,アサヒ　クリアアサヒ吟醸６缶　３５０ｍｌ×６缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,001,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,4901004,アサヒビール,2100,81,812,812
110065,2527486,【柿の種のおまけ付】クリアアサヒ贅沢ゼロ350ml×6缶　セット,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,004,新ｼﾞｬﾝﾙ,002,新ｼﾞｬﾝﾙ機能系,新ｼﾞｬﾝﾙ機能系,4901004,アサヒビール,2100,25,252,252
