jan_country,jancd,itemnm,scat1cd,scat1nm,scat2cd,scat2nm,scat3cd,scat3nm,scat4cd,scat4nm,scatnm,makercd,makernm,itemkikaku
905,28,28,28,28,28,28,28,28,14,14,28,22,15,28
906,8,8,8,8,8,8,8,8,5,5,8,7,7,8
907,1,1,1,1,1,1,1,1,0,0,1,1,1,1
908,12,12,12,12,12,12,12,12,0,0,12,2,2,12
909,9,9,9,9,9,9,9,9,0,0,9,1,1,9
910,7,7,7,7,7,7,6,6,0,0,7,5,5,7
911,4,4,4,4,4,4,4,4,2,2,4,3,3,4
912,41,41,41,41,41,41,40,40,0,0,41,22,18,41
913,5,5,5,5,5,5,5,5,0,0,5,3,3,5
914,4,4,4,4,4,4,4,4,0,0,4,1,1,4
915,6,6,6,6,6,6,6,6,0,0,6,0,0,6
916,16,16,16,16,16,16,16,16,0,0,16,2,2,16
917,1,1,1,1,1,1,1,1,0,0,1,0,0,1
918,1,1,1,1,1,1,1,1,0,0,1,0,0,1
919,1,1,1,1,1,1,1,1,0,0,1,1,1,1
92,1,1,1,1,1,1,1,1,1,1,1,1,1,1
920,260,260,260,260,260,260,255,255,20,20,260,128,127,260
921,30,30,30,30,30,30,30,30,1,1,30,18,18,30
922,11,11,11,11,11,11,11,11,0,0,11,7,7,11
923,3,3,3,3,3,3,3,3,0,0,3,2,2,3
924,52,52,52,52,52,52,52,52,2,2,52,20,20,52
925,10,10,10,10,10,10,10,10,0,0,10,2,2,10
926,10,10,10,10,10,10,10,10,0,0,10,9,9,10
927,9,9,9,9,9,9,9,9,0,0,9,9,9,9
928,26,26,26,26,26,26,26,26,0,0,26,20,20,26
929,18,18,18,18,18,18,18,18,1,1,18,14,14,18
93,1,1,1,1,1,1,1,1,0,0,1,0,0,1
930,198,198,198,198,198,198,197,197,0,0,198,152,148,198
931,657,657,657,657,657,657,652,652,2,2,657,472,423,657
932,241,241,241,241,241,241,239,239,0,0,241,162,154,241
933,163,163,163,163,163,163,162,162,0,0,163,117,110,163
934,70,70,70,70,70,70,69,69,0,0,70,45,44,70
935,20,20,20,20,20,20,20,20,0,0,20,8,8,20
936,9,9,9,9,9,9,9,9,0,0,9,7,7,9
937,8,8,8,8,8,8,8,8,0,0,8,5,5,8
938,5,5,5,5,5,5,5,5,0,0,5,2,2,5
939,6,6,6,6,6,6,6,6,0,0,6,4,3,6
940,11,11,11,11,11,11,11,11,0,0,11,5,5,11
941,486,486,486,486,484,484,483,483,3,3,486,382,367,486
942,235,234,235,235,235,235,232,232,0,0,235,135,124,235
943,10,10,10,10,10,10,10,10,0,0,10,4,4,10
944,24,24,24,24,24,24,24,24,0,0,24,1,1,24
945,5,5,5,5,5,5,5,5,0,0,5,1,1,5
946,2,2,2,2,2,2,2,2,0,0,2,1,1,2
947,15,15,15,15,15,15,15,15,0,0,15,10,4,15
948,9,9,9,9,9,9,9,9,0,0,9,3,3,9
949,8,8,8,8,8,8,8,8,0,0,8,2,2,8
95,1,1,1,1,1,1,1,1,1,1,1,1,1,1
950,11,11,11,11,11,11,11,11,0,0,11,4,4,11
951,17,17,17,17,17,17,17,17,0,0,17,0,0,17
952,20,20,20,20,20,20,20,20,0,0,20,0,0,20
953,10,10,10,10,10,10,10,10,0,0,10,2,2,10
954,5,5,5,5,5,5,5,5,0,0,5,2,1,5
955,4,4,4,4,4,4,4,4,0,0,4,3,1,4
956,6,6,6,6,6,6,6,6,0,0,6,0,0,6
957,2,2,2,2,2,2,2,2,0,0,2,0,0,2
958,1,1,1,1,1,1,1,1,0,0,1,0,0,1
959,3,3,3,3,3,3,3,3,0,0,3,0,0,3
960,2,2,2,2,2,2,2,2,0,0,2,1,1,2
961,1,1,1,1,1,1,1,1,0,0,1,0,0,1
962,8,8,8,8,8,8,8,8,1,1,8,4,4,8
963,10,10,10,10,10,10,10,10,3,3,10,7,7,10
964,68,68,68,68,68,68,68,68,23,23,68,52,52,68
965,9,9,9,9,9,9,9,9,1,1,9,1,1,9
966,11,11,11,11,11,11,11,11,5,5,11,9,9,11
967,27,27,27,27,27,27,24,24,0,0,27,9,9,27
968,2,2,2,2,2,2,2,2,0,0,2,0,0,2
97,1,1,1,1,1,1,1,1,0,0,1,0,0,1
970,34,34,34,34,34,34,34,34,5,5,34,9,9,34
971,13,13,13,13,13,13,13,13,5,5,13,12,12,13
972,6,6,6,6,6,6,6,6,0,0,6,6,0,6
973,8,8,8,8,8,8,8,8,0,0,8,6,0,8
974,5,5,5,5,5,5,5,5,0,0,5,0,0,5
975,5,5,5,5,5,5,5,5,1,1,5,1,1,5
976,1,1,1,1,1,1,1,1,0,0,1,1,1,1
978,1,1,1,1,1,1,1,1,1,1,1,1,1,1
979,8,8,8,8,8,8,8,8,3,3,8,6,6,8
98,1,1,1,1,1,1,1,1,0,0,1,0,0,1
981,1,1,1,1,1,1,1,1,0,0,1,0,0,1
983,6,6,6,6,6,6,6,6,0,0,6,4,2,6
984,16,16,16,16,16,16,16,16,0,0,16,4,3,16
985,2,2,2,2,2,2,2,2,0,0,2,0,0,2
986,6,6,6,6,6,6,6,6,0,0,6,4,4,6
987,8,8,8,8,8,8,8,8,0,0,8,3,2,8
988,5,5,5,5,5,5,5,5,1,1,5,3,3,5
989,4,4,4,4,4,4,4,4,0,0,4,2,2,4
990,21,21,21,21,21,21,21,21,0,0,21,19,16,21
991,158,158,158,158,158,158,146,146,5,5,158,140,63,158
992,11,11,11,11,11,11,11,11,0,0,11,10,10,11
993,12,12,12,12,12,12,12,12,0,0,12,7,7,12
994,10,10,10,10,10,10,10,10,0,0,10,1,1,10
995,14,14,14,14,14,14,13,13,2,2,14,3,3,14
996,3,3,3,3,3,3,3,3,0,0,3,2,2,3
997,1,1,1,1,1,1,1,1,0,0,1,0,0,1
998,3,3,3,3,3,3,3,3,0,0,3,2,2,3
999,52,52,52,52,52,52,50,50,2,2,52,12,9,52
A51,11,11,11,11,11,11,11,11,0,0,11,1,0,11
A53,12,12,12,12,12,12,12,12,9,9,12,12,12,12
A59,4,4,4,4,4,4,4,4,0,0,4,4,4,4
A60,16,16,16,16,16,16,16,16,6,6,16,16,16,16
A61,16,16,16,16,16,16,16,16,6,6,16,15,15,16
A68,36,36,36,36,36,36,36,36,27,27,36,35,35,36
A78,26,26,26,26,26,26,26,26,12,12,26,25,25,26
A79,19,19,19,19,19,19,19,19,9,9,19,19,19,19
A88,6,6,6,6,6,6,6,6,3,3,6,6,6,6
A97,3,3,3,3,3,3,3,3,3,3,3,3,3,3
AAA,335,335,335,335,335,335,327,327,127,127,335,24,24,335
BUN,6,6,6,6,6,6,6,6,0,0,6,6,6,6
D04,141,141,141,141,141,141,141,141,6,6,141,141,141,141
DAI,15,15,15,15,15,15,15,15,0,0,15,9,9,15
DKI,22,22,22,22,22,22,22,22,0,0,22,18,18,22
E30,14,14,14,14,14,14,14,14,12,12,14,14,14,14
E34,33,33,33,33,33,33,33,33,15,15,33,20,20,33
E35,6,6,6,6,6,6,6,6,5,5,6,6,6,6
E36,6,6,6,6,6,6,6,6,4,4,6,6,6,6
E38,6,6,6,6,6,6,6,6,6,6,6,6,6,6
E41,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E47,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E50,3,3,3,3,3,3,3,3,0,0,3,3,3,3
E63,2,2,2,2,2,2,2,2,0,0,2,2,2,2
E65,20,20,20,20,20,20,20,20,16,16,20,19,19,20
E66,13,13,13,13,13,13,13,13,12,12,13,13,13,13
F00,258,257,258,258,258,258,258,258,0,0,258,40,40,258
H84,5,5,5,5,5,5,5,5,0,0,5,3,3,5
H90,21,21,21,21,21,21,21,21,0,0,21,0,0,21
H97,18,18,18,18,18,18,18,18,0,0,18,14,14,18
HAN,19,19,19,19,19,19,19,19,0,0,19,12,12,19
J00,18,18,18,18,18,18,18,18,15,15,18,18,18,18
J08,13,13,13,13,13,13,13,13,6,6,13,13,12,13
J09,54,54,54,54,54,54,54,54,39,39,54,48,45,54
J10,22,22,22,22,22,22,22,22,12,12,22,17,16,22
J15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
J18,1,1,1,1,1,1,1,1,0,0,1,1,1,1
J26,1,1,1,1,1,1,1,1,0,0,1,1,1,1
J27,17,17,17,17,17,17,17,17,12,12,17,16,16,17
J28,21,21,21,21,21,21,21,21,10,10,21,17,17,21
J29,5,5,5,5,5,5,5,5,0,0,5,1,1,5
J30,94,94,94,94,94,94,94,94,87,87,94,94,93,94
J31,1,1,1,1,1,1,1,1,0,0,1,0,0,1
J36,2,2,2,2,2,2,2,2,0,0,2,2,2,2
J37,10,10,10,10,10,10,10,10,10,10,10,10,10,10
J47,30,30,30,30,30,30,30,30,14,14,30,20,17,30
J48,11,11,11,11,11,11,11,11,6,6,11,11,11,11
J58,4,4,4,4,4,4,4,4,4,4,4,4,4,4
J65,22,22,22,22,22,22,22,22,17,17,22,22,22,22
J66,25,25,25,25,25,25,25,25,19,19,25,25,23,25
J67,41,41,41,41,41,41,41,41,25,25,41,41,40,41
J69,47,47,47,47,47,47,47,47,32,32,47,37,35,47
J81,11,11,11,11,11,11,11,11,8,8,11,11,11,11
J83,10,10,10,10,10,10,10,10,6,6,10,7,7,10
J84,29,29,29,29,29,29,29,29,21,21,29,26,26,29
J86,2,2,2,2,2,2,2,2,0,0,2,1,1,2
J92,27,27,27,27,27,27,27,27,20,20,27,26,26,27
J93,72,72,72,72,72,72,72,72,46,46,72,38,38,72
J97,11,11,11,11,11,11,11,11,0,0,11,5,5,11
J98,1,1,1,1,1,1,1,1,0,0,1,1,1,1
K29,1587,1587,1587,1587,1587,1587,1587,1587,133,133,1587,239,239,1587
K38,3,3,3,3,3,3,3,3,0,0,3,0,0,3
K81,14,14,14,14,14,14,14,14,0,0,14,14,14,14
K89,3,3,3,3,3,3,3,3,0,0,3,3,3,3
KEI,27,27,27,27,27,27,27,27,0,0,27,26,26,27
KIN,46,46,46,46,46,46,46,46,0,0,46,36,36,46
M40,2,2,2,2,2,2,2,2,0,0,2,0,0,2
MAN,10,10,10,10,10,10,10,10,0,0,10,2,2,10
N41,2,2,2,2,2,2,2,2,0,0,2,2,2,2
N42,22,22,22,22,22,22,21,21,0,0,22,22,21,22
N67,19,19,19,19,19,19,19,19,0,0,19,9,9,19
N85,9,9,9,9,9,9,9,9,6,6,9,9,9,9
N86,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N87,9,9,9,9,9,9,9,9,6,6,9,9,9,9
N88,3,3,3,3,3,3,3,3,3,3,3,3,3,3
P00,2,2,2,2,2,2,2,2,0,0,2,2,2,2
P01,23,23,23,23,23,23,23,23,21,21,23,23,23,23
P02,16,16,16,16,16,16,16,16,7,7,16,9,9,16
P07,15,15,15,15,15,15,15,15,10,10,15,12,12,15
P08,8,8,8,8,8,8,8,8,4,4,8,4,4,8
P09,30,30,30,30,30,30,30,30,22,22,30,24,24,30
P10,11,11,11,11,11,11,11,11,10,10,11,11,11,11
P11,9,9,9,9,9,9,9,9,7,7,9,9,9,9
P12,18,18,18,18,18,18,18,18,13,13,18,15,15,18
P13,4,4,4,4,4,4,4,4,0,0,4,2,2,4
P16,11,11,11,11,11,11,11,11,4,4,11,5,5,11
P17,13,13,13,13,13,13,13,13,12,12,13,8,8,13
P19,1,1,1,1,1,1,1,1,0,0,1,0,0,1
P20,31,31,31,31,31,31,31,31,23,23,31,29,29,31
P22,8,8,8,8,8,8,8,8,8,8,8,8,8,8
P23,17,17,17,17,17,17,17,17,7,7,17,14,14,17
P24,52,52,52,52,52,52,52,52,40,40,52,48,48,52
P25,5,5,5,5,5,5,5,5,5,5,5,4,4,5
P27,23,23,23,23,23,23,23,23,15,15,23,17,17,23
P28,18,18,18,18,18,18,18,18,16,16,18,16,16,18
P30,4,4,4,4,4,4,4,4,4,4,4,4,4,4
P39,12,12,12,12,12,12,12,12,10,10,12,12,12,12
P40,13,13,13,13,13,13,13,13,10,10,13,13,13,13
P42,12,12,12,12,12,12,12,12,10,10,12,12,12,12
P43,36,36,36,36,36,36,36,36,34,34,36,34,34,36
P44,19,19,19,19,19,19,19,19,17,17,19,19,19,19
P52,2,2,2,2,2,2,2,2,2,2,2,2,2,2
P61,16,16,16,16,16,16,16,16,14,14,16,16,16,16
P63,7,7,7,7,7,7,7,7,2,2,7,5,5,7
P64,6,6,6,6,6,6,6,6,4,4,6,6,6,6
P65,14,14,14,14,14,14,14,14,11,11,14,12,12,14
P66,5,5,5,5,5,5,5,5,0,0,5,5,5,5
P67,14,14,14,14,14,14,14,14,11,11,14,13,13,14
P68,13,13,13,13,13,13,13,13,12,12,13,13,13,13
P69,13,13,13,13,13,13,13,13,11,11,13,11,11,13
P70,14,14,14,14,14,14,14,14,0,0,14,10,9,14
P71,13,13,13,13,13,13,13,13,11,11,13,11,11,13
P72,9,9,9,9,9,9,9,9,4,4,9,7,7,9
P73,5,5,5,5,5,5,5,5,4,4,5,4,4,5
P74,11,11,11,11,11,11,11,11,9,9,11,11,11,11
P76,10,10,10,10,10,10,10,10,7,7,10,10,10,10
P82,17,17,17,17,17,17,17,17,7,7,17,17,16,17
P90,2,2,2,2,2,2,2,2,2,2,2,2,2,2
P96,7,7,7,7,7,7,7,7,6,6,7,7,7,7
SUN,52,52,52,52,52,52,52,52,0,0,52,31,31,52
TAK,18,18,18,18,18,18,18,18,0,0,18,14,14,18
TKS,3,3,3,3,3,3,3,3,0,0,3,3,3,3
TOU,5,5,5,5,5,5,5,5,0,0,5,3,3,5
U08,8,8,8,8,8,8,8,8,0,0,8,4,4,8
W00,13,13,13,13,13,13,13,13,10,10,13,13,13,13
W09,1,1,1,1,1,1,1,1,0,0,1,1,1,1
W11,36,36,36,36,36,36,36,36,23,23,36,28,28,36
W33,2,2,2,2,2,2,2,2,0,0,2,0,0,2
W37,4,4,4,4,4,4,4,4,0,0,4,4,4,4
W38,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W39,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W43,2,2,2,2,2,2,2,2,0,0,2,1,1,2
W44,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W57,18,18,18,18,18,18,18,18,11,11,18,15,15,18
W58,15,15,15,15,15,15,15,15,12,12,15,15,15,15
W59,1,1,1,1,1,1,1,1,0,0,1,1,1,1
W60,8,8,8,8,8,8,8,8,6,6,8,6,6,8
W61,82,82,82,82,82,82,82,82,24,24,82,55,36,82
Y00,9,9,9,9,9,9,9,9,0,0,9,1,1,9
Y06,2,2,2,2,2,2,2,2,0,0,2,0,0,2
Y08,6,6,6,6,6,6,6,6,0,0,6,2,2,6
YZ0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
YZ2,7,7,7,7,7,7,7,7,0,0,7,5,5,7
YZ8,2,2,2,2,2,2,2,2,0,0,2,2,2,2
YZ9,1,1,1,1,1,1,1,1,0,0,1,1,1,1
bic,3,3,3,3,3,3,3,3,0,0,3,0,0,3
ck0,6,6,6,6,6,6,5,5,0,0,6,2,2,6
dai,1,0,1,1,1,1,1,1,0,0,1,0,0,1
