,jancd,itemnm,scat1cd,scat1nm,scat2cd,scat2nm,scat3cd,scat3nm,scat4cd,scat4nm,scatnm,makercd,makernm,itemkikaku,jan_2digits,jan_３digits,jan_3digits
28164,697010m,ラブレ・ロワ　グランオルディネール　赤２５,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,250,69,697,697
28202,H900246,伊藤忠食品 フランス産・イタリア産限定白ワイン6本セット W-ST17011099 1セット （直送品）,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,4500,H9,H90,H90
28203,K291122010008,越後桜　稲穂の舞　大吟醸１．８Ｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
28204,K291131011010,清洲　鬼ころし　３Ｌ　パック,014,飲料･酒類,001,清酒,999,その他,,,その他,,,3000,K2,K29,K29
28205,K291131016007,名城　米だけの酒,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
28206,K291152010091,八海山　純米発泡にごり酒　３６０ｍｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,360,K2,K29,K29
28207,K293110000059,他　イチローズモルト　オロロソ５９．８°,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
28208,K293112014012,ブラックニッカ　スペシャル　六角ボトル,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,1920,K2,K29,K29
28209,K293113010039,イチローズモルト　ワインウッドリザーブ,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
28210,K293132010001,ブラントン,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
28211,K293133012001,Ｉ・Ｗ・ハーパー　１２Ｙ,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,750,K2,K29,K29
28212,K293411010112,ＳＴ　－１９６℃　ストロングゼロ　ダブルレモ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
28213,K293411990221,ハイリキ ザ・スペシャル グレープ350ml　Ｃ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
28214,K293411994007,宝　粋な雫　グレープフルーツ３５０缶Ｃ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
28215,K293522010046,ジョセフ・ドルーアン　シャンボール・ミュジニ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
28216,K293535012001,ファルッケンベルグ　マドンナＡＵＳ　,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
28217,K293542011004,Ｉカサレ・ヴェッキオ・ロッソＩ－０９１　,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
28218,K293550000052,ワ他　アイストーン　カベルネフラン,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
28219,K293553010069,ヴセンテ・ガンティア・カベルネ　Ｇクルーニー,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
28220,K293554010036,カサス・パトロナレス　赤１．８Lパック,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,1800,K2,K29,K29
28250,100kanga,カンガワインセット　２５０ｍＬ×４本,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,1000,10,100,100
28419,6A00002259673,ﾎﾞﾙｹﾞﾘﾛﾂｿｸﾞﾚﾂﾋﾟｸｰﾋﾟ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,0,6A,6A0,6A0
28420,6A00002285986,ｺﾙﾄﾝSｼﾞﾔﾝ ｸﾛｰﾄﾞﾍﾞﾗﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,0,6A,6A0,6A0
28453,AAA000851166A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ワイン,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,0,AA,AAA,AAA
28454,H900239,伊藤忠食品 赤・白・スパークリングワインよりどり厳選セット W-ST16042998 1セット（3本） （直送品）,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,0,H9,H90,H90
28455,J477032,【アウトレット】コーセーフーズ お米と米麹でつくったあまざけ 1セット（1000ml×6本）,014,飲料･酒類,999,その他,999,その他,,,その他,,,6000,J4,J47,J47
28456,K291140000048,清酒　地酒　その他福禄寿　精選１．８６入り,014,飲料･酒類,001,清酒,999,その他,,,その他,,,10800,K2,K29,K29
28457,K291142010053,名城　山田錦　１．８Ｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
28458,K291142010061,越の誉　吟醸　彩　１．８,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
28459,K291143010107,朝日山　純米酒１．８Ｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
28460,K291143010187,菊石・夢ゆたか純米酒１．８,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
28461,K291143013090,天狗舞　山廃純米大吟醸,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
28462,K291211990000,元禄美人　１．８ＬパックＣ　　,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
28463,K293111012003,サントリー　角瓶　２．７Ｌ　　,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,2700,K2,K29,K29
28464,K293131012002,アーリータイムズ　ブラウンラベル,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
28465,K293411990130,氷結　新早摘みレモン　３５０ｍｌ　Ｃ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
28466,K293412990119,氷結　シャルドネスパークリング　３５０ｍｌ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
28467,K293522010277,リーニュ・ド・ヴィー　マディラン,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
28468,K293534012001,ファルッケンベルグ　マドンナＳＰＡ　,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
28469,K293563010027,ジェコブス　スパークリングロゼ２００ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,200,K2,K29,K29
28705,622011m,ＭＥ　大森のあわ　白　７２０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,720,62,622,622
28708,699094m,ダンサンテ　ピノグリージョ　　　　　　７５,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,69,699,699
28709,699194m,ラ・キュベ・ミティーク　　　　　　　　３７,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,375,69,699,699
28748,AAA001785954A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
28749,AAA001786410A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ) ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,1500,AA,AAA,AAA
28750,K291131994001,国盛　鬼ころし　２ＬパックＣ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,2000,K2,K29,K29
28751,K291141014001,七笑　紅梅,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
28752,K291141016001,長誉　上撰,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
28753,K291142011018,越の寒中梅　特別本醸造７２０,014,飲料･酒類,001,清酒,999,その他,,,その他,,,720,K2,K29,K29
28754,K291144010055,越の誉　大吟醸　彩　７２０ｍｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,720,K2,K29,K29
28755,K293113010022,白州　シェリーカスク　７００ｍｌ,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
28756,K293133014002,ブッカーズ,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,750,K2,K29,K29
28757,K293560000088,ワ他　ポンパドール　Ｇアップル,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
28758,P707558,ハナマルキ 透きとおった甘酒 １２５ｍｌ×６本,014,飲料･酒類,999,その他,999,その他,,,その他,,,750,P7,P70,P70
28778,4900000rtds04,その他RTDオリジナル4缶アソート,014,飲料･酒類,083,RTD,006,その他,,,その他,,,1400,49,490,490
28974,622013m,穂坂のあわ　ロゼ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,0,62,622,622
28979,699053m,サンタ　アナ　マルベック　　　　　　７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,69,699,699
29019,AAA002263858A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)wine,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
29020,H900249,伊藤忠食品 オーガニックワイン5本セット W-ST17012199 1セット （直送品）,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,0,H9,H90,H90
29021,K291122010013,天下取　五万石　天然水仕込純米１．８Ｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
29022,K291140000140,清他　国士無双　烈１．８,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
29023,K291144016002,長誉　家康大吟醸　７２０ｍｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,720,K2,K29,K29
29024,K293120000047,ブラック＆ホワイト　４０°,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
29025,K293124010006,アードベッグ１０年,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
29026,K293124012026,グレンフィディック１８年　エンシェントリザー,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
29027,K293132010000,ジャックダニエル３L,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,3000,K2,K29,K29
29028,K293411993097,宝　焼酎ハイボール　ドライ３５０缶Ｃ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
29029,K293520000100,他　ギィサジェ　サンセール,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
29030,K293554010044,フロンテラ　カベルネ　３Lボックス,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,3000,K2,K29,K29
29031,K293560000033,ワ他　カフェドパリ　ピーチ２００,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,200,K2,K29,K29
29032,K293563010092,サンテロ・プロセッコ・エクストラドライ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
29033,P098894,森永製菓 森永のやさしい米麹甘酒 1000ml 1箱（6本入）,014,飲料･酒類,999,その他,999,その他,,,その他,,,6000,P0,P09,P09
29286,AAA001749841A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
29287,AAA001801258A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
29288,AAA002264704A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)wine,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
29289,J839473,ベストアメニティ 麹AMAZAKE 赤米甘酒 1本,014,飲料･酒類,999,その他,999,その他,,,その他,,,0,J8,J83,J83
29290,K291131996008,都ほまれ　原酒　２ＬパックＣ　　,014,飲料･酒類,001,清酒,999,その他,,,その他,,,2000,K2,K29,K29
29291,K291143010066,三千盛　純米大吟醸　７２０ｍｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,720,K2,K29,K29
29292,K291143010127,南部美人　特別純米　７２０ｍｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,720,K2,K29,K29
29293,K291144010038,家康の里　大吟醸　７２０ｍｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,720,K2,K29,K29
29294,K291144010042,越後鶴亀　斗瓶囲い　大吟醸７２０,014,飲料･酒類,001,清酒,999,その他,,,その他,,,720,K2,K29,K29
29295,K293113010020,サントリー　白州　シングルモルト　SHASC,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
29296,K293113012010,サントリー　白州１２Ｙ　SA12C,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
29297,K293121012001,ジョニー　ウォーカー　赤ラベル,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
29298,K293124011001,カーデュ　１２Ｙ,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
29299,K293133011002,フォアローゼス　プラチナ　　,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,750,K2,K29,K29
29300,K293411990001,旭化成　ハイリキレモン　１ＬＣ　,014,飲料･酒類,083,RTD,006,その他,,,その他,,,1000,K2,K29,K29
29301,K293412990051,Ｓｌａｔ（すらっと）シャルドネサワーＣ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
29302,K293413010153,スミノフアイス　グリーンアップルバイト,014,飲料･酒類,083,RTD,006,その他,,,その他,,,275,K2,K29,K29
29303,K293521016011,ガスコーニュ・ルージュ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
29304,K293522010288,ルイジャド　コトー・ブルギニョン　赤,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
29305,K293522012176,クレスマン　メドック・グランレゼルヴ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
29306,K293554010020,サンタ・レジーナ　カベルネ　３Lボックス,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,3000,K2,K29,K29
29307,K293555010036,クマ　オーガニック　カベルネ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
29308,K293555012011,マテウス　ロゼ　　,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
29309,K293560000061,ワ他　モエ・ブリュット　マグナム１．５,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,1500,K2,K29,K29
29310,U085000010457,ガロレッドウッドクリークシャルドネ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,0,U0,U08,U08
29322,0100kanjyuku,甘熟ぶどうのおいしいワイン２本５００ｍｌ×２,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,1000,01,010,010
29532,622010m,メルシャン　ビストロ　白　ペット,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,0,62,622,622
29533,622113m,大和葡萄酒　古代甲州　白　７２０■,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,720,62,622,622
29536,6A00002263403,ﾍｲｳﾞﾝｽ ﾒﾙﾛｰ ﾅﾊﾟV ﾊｰﾌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,0,6A,6A0,6A0
29569,AAA000965034A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
29570,AAA001799527A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
29571,J297618,森永製菓　森永のやさしい米麹甘酒　125ml　1箱（18本入）,014,飲料･酒類,999,その他,999,その他,,,その他,,,2250,J2,J29,J29
29572,K291140000275,他　長誉　上撰徳利１８０,014,飲料･酒類,001,清酒,999,その他,,,その他,,,180,K2,K29,K29
29573,K291143010059,白瀧　上善如水　純米吟醸（新）７２０,014,飲料･酒類,001,清酒,999,その他,,,その他,,,720,K2,K29,K29
29574,K293112010026,ニッカ　カフェモルト　７００ｍｌ,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
29575,K293123012003,ジョニーウォーカー　スウィングギフト,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,750,K2,K29,K29
29576,K293130000022,他　ザ　イエローローズ　テキサス　１２Ｙ,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,750,K2,K29,K29
29577,K293132015005,ワイルドターキー　８年　１Ｌ,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,1000,K2,K29,K29
29578,K293411010161,氷結ストロング　ドライライム５００ｍｌ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,500,K2,K29,K29
29579,K293522012092,Ｓ　アルベール・ルカ　シャブリ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
29580,K293541010016,イル・パソット　赤,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
29581,K293542010001,ファンティ二・ファルネゼ　モンテプルチアノ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
29582,K293553010059,エボディア,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
29622,100harushika,３１日届春鹿発泡純米酒ときめき６本セット,014,飲料･酒類,001,清酒,999,その他,,,その他,,,600,10,100,100
29792,6A00002234601,ｸﾚﾏﾝ ﾀﾙｻﾞｽB ｴｸｽﾄﾗﾒｲﾈ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,0,6A,6A0,6A0
29834,AAA001270117A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
29835,AAA001377927A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
29836,AAA001689928A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
29837,H900238,銘醸地のピノ・ノワール５本セットＷ－ＳＴ１６０３２５９９（直送品）_３７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,3750,H9,H90,H90
29838,K291140000279,日他　女城主　特別本醸造７２０,014,飲料･酒類,001,清酒,999,その他,,,その他,,,720,K2,K29,K29
29839,K291143010034,三千盛　純米大吟醸　１．８Ｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
29840,K291163013002,鷹正宗　特撰　祝酒　２本,014,飲料･酒類,001,清酒,999,その他,,,その他,,,3600,K2,K29,K29
29841,K293110000057,竹鶴１２年ピュアモルト４０°,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
29842,K293113010008,イチローズモルト　ＭＷＲ,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
29843,K293113010034,竹鶴２１年ピュアモルト　ノンチルフィルタード,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
29844,K293124010005,アベラワー　アブナック　　,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
29845,K293232010002,シュバールブランＸＯ　　,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
29846,K293411990158,－１９６℃ストロングゼロダブル完熟梅３５０Ｃ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
29847,K293411990185,氷結ストロング　沖縄産シークヮーサー３５０,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
29848,K293411990192,ハイリキ　ザ・スペシャル　ＧＦ３５０ｍｌＣ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
29849,K293413010203,バカルディ　３本アソートパック,014,飲料･酒類,083,RTD,006,その他,,,その他,,,825,K2,K29,K29
29850,K293414990074,ジーマ　２７５ｍｌ　Ｃ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,275,K2,K29,K29
29851,K293551010044,オーパスワン　２０１０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
29852,K293563011023,カフェ・ド・パリ　ライチ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
29853,K293563016020,ＭＴ　天使のロッソ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
30072,699110m,ブシャールエイネ　シャブリ　　　　　　　７,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,69,699,699
30111,AAA000887430A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
30112,AAA000969349A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
30113,K291121990001,富久娘　灘奉行　カップ　Ｃ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,200,K2,K29,K29
30114,K291131014003,ねのひ　上撰　２Ｌパック,014,飲料･酒類,001,清酒,999,その他,,,その他,,,2000,K2,K29,K29
30115,K291143010188,越路吹雪　無濾過熟成純米１．８,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
30116,K293112012044,サントリー　角瓶　復刻版,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
30117,K293124010035,ヴィジュアル　フレーバー　レダイグ２００５,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
30118,K293224018005,レミーマルタン　１７３８　　,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
30119,K293411010115,宝　焼酎ハイボール　すだち３５０缶,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
30120,K293411990148,氷結ストロング シチリア産レモン 350ml　Ｃ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
30121,K293411990200,宝　焼酎ハイボール　シークァーサー５００缶,014,飲料･酒類,083,RTD,006,その他,,,その他,,,500,K2,K29,K29
30122,K293413990010,カクテルパートナー　ジントニックＣ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
30123,K293522010384,ブレサック　ボルドールージュ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
30124,K293551012013,フランジア　ワインタップ　赤３Ｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,3000,K2,K29,K29
30338,6A00002259154,ｺｰﾄ･ﾃﾞﾕ･ﾛｰﾇﾓﾝｸｰﾙ 05,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,0,6A,6A0,6A0
30365,900tatsuriki,龍力　飲みくらべセット３００ｍｌ（瓶）×３本組,014,飲料･酒類,001,清酒,999,その他,,,その他,,,0,90,900,900
30370,F000097911852,ｵｶｲﾄﾞｸﾜｲﾝ6ﾎﾟﾝｾｯﾄ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,0,F0,F00,F00
30371,K291121016002,天下取り　上撰,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
30372,K291131051004,清州城信長鬼ころしミニパック５Ｐ　１８０ｍｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,180,K2,K29,K29
30373,K291143010144,蓬莱　初汲み　純米吟醸　１．８Ｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
30374,K291163013001,鷹正宗　特撰　祝酒　１本,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
30375,K293132015008,ワイルドターキー　８年,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
30376,K293411013005,宝　酎ハイレモン　３５０　　,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
30377,K293411990161,氷結ストロング　ドライライム５００ｍｌ　Ｃ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,500,K2,K29,K29
