,jancd,itemnm,scat1cd,scat1nm,scat2cd,scat2nm,scat3cd,scat3nm,scat4cd,scat4nm,scatnm,makercd,makernm,itemkikaku,jan_2digits,jan_３digits,jan_3digits
30378,K293411990196,ー１９６℃ストロングゼロ　ドライ　５００ｍｌ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,500,K2,K29,K29
30379,K293561010007,デリカフルーツスパークリング　ストロベリー,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
30380,P733853,清洲桜醸造 さらりとやさしいあまざけ_１２５ｍｌ×３,014,飲料･酒類,999,その他,999,その他,,,その他,,,375,P7,P73,P73
30605,699036m,キュベ　ラトゥール　ブラン　　　　　　３７,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,375,69,699,699
30640,AAA001797750A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
30641,AAA001809438A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
30642,AAA001919971A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
30643,AAA002267016A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)wine,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
30644,AAA002267050A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)wine,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
30645,J476738,【アウトレット】清洲桜醸造 さらりとやさしいあまざけ 125ml 1箱（30本入）,014,飲料･酒類,999,その他,999,その他,,,その他,,,7500,J4,J47,J47
30646,K291131994004,国盛　金印　辛口２ＬＣ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,2000,K2,K29,K29
30647,K291161013003,松竹梅　超特撰金箔　特別純米７２０　ＫＲ－Ｃ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,720,K2,K29,K29
30648,K293121015002,カティーサーク　４０°　７００ｍｌ,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
30649,K293411991011,Ｋ　氷結グレープフルーツ３５０　Ｃ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
30650,K293522011045,ブルゴーニュ　ブラン・シャルドネ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
30651,K293542010052,コルヴォ　モスカート,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
30652,K293552015007,ウィンダム・エステートＢＩＮ７７７セミヨン　,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
30653,K293563015003,フレシネ・コルドン・ネグロ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
30913,AAA000291657A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
30914,AAA000813658A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
30915,AAA001659975A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
30916,K291143010061,熟成の上善如水　純米吟醸１．８,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
30917,K293110000056,他　サンピース　ウィスキー　３７°,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,1800,K2,K29,K29
30918,K293124015012,スプリングバンク　１０年　　,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
30919,K293414010071,アサヒ　カルピスサワー　ぶどう　３５０ｍｌ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
30920,K293522012038,すぎたオリジナル　ボジョレー・ヴィラージュ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
30921,K293550000051,ワ他　アイストーン　ジンファンデル,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
31125,622043m,花色ロゼ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,0,62,622,622
31129,6A00002259741,JLﾗｲﾔｰﾙ ｳﾞｵｰﾇ ﾛﾏﾈ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,0,6A,6A0,6A0
31168,AAA000879004A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
31169,J478000,黄桜 抹茶甘酒 140g 1箱（20缶入）,014,飲料･酒類,999,その他,999,その他,,,その他,,,2800,J4,J47,J47
31170,K291140000272,他　高の井　無糖加　３００,014,飲料･酒類,001,清酒,999,その他,,,その他,,,300,K2,K29,K29
31171,K291143010104,あさ開　大吟醸原酒７２０,014,飲料･酒類,001,清酒,999,その他,,,その他,,,720,K2,K29,K29
31172,K291144010071,一ノ蔵　笙鼓　純米大吟醸　７２０,014,飲料･酒類,001,清酒,999,その他,,,その他,,,720,K2,K29,K29
31173,K293112010001,サントリー　オールド７００ｍｌ,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
31174,K293113010013,ニッカ　竹鶴２１年　ピュアモルト,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
31175,K293122010004,オールドパー１２年　１Ｌ,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,1000,K2,K29,K29
31176,K293131014002,ジムビーム,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
31177,K293411013098,宝　焼酎ハイボール　レモン３５０缶,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
31178,K293412993009,チョーヤ　ウメッシュ　２５０缶　Ｃ　,014,飲料･酒類,083,RTD,006,その他,,,その他,,,250,K2,K29,K29
31179,K293414990071,アサヒ　カルピスサワー　ぶどう　３５０ｍｌ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
31180,K293521010053,フォンカリユシャルドネＦ－６０９,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
31181,K293522018003,ＲＪ　キュベ　ラトゥール　赤　　,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
31182,K293563010035,バルディビエソ・ブリュット,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
31183,K293563015008,フレシネ　ロゼ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
31184,P071847,伊藤園 健やか 糀甘酒 玄米入り （缶） 190g（HOT＆COLD対応） 1セット（6缶）,014,飲料･酒類,999,その他,999,その他,,,その他,,,11400,P0,P07,P07
31214,100italiacavi,イタリアワインキャヴィーニセット　２本,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,1500,10,100,100
31399,6A00002263427,ｸﾞﾘﾕｴ ﾌﾞﾗﾝﾄﾞﾉﾜｰﾙ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,0,6A,6A0,6A0
31437,K291140000271,末廣　山廃純米７２０,014,飲料･酒類,001,清酒,999,その他,,,その他,,,720,K2,K29,K29
31438,K291143015014,蓬莱　純米吟醸　　,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
31439,K291144010060,蓬莱　極意傳　大吟醸　１８００ｍｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
31440,K291163010012,金龍の舞　純金箔入り（箱無）１．８Ｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
31441,K292123010029,コレージ　インペル・アーレ　アンブラータ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,500,K2,K29,K29
31442,K292211990180,アサヒ　ふんわり　350ml缶　Ｃ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
31443,K293111010008,ＳＴ　スペシャルリザーブ　　,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
31444,K293124011006,グレンモーレンジ　１０Ｙ,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,750,K2,K29,K29
31445,K293133012006,ジャックダニエル　シルバーセレクト,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,750,K2,K29,K29
31446,K293411010049,樽ハイクラブ　ドライ,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,10000,K2,K29,K29
31447,K293521010038,アルベールルカ　カベルネ・ソーヴィニヨン,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
31448,K293550000050,ワ他　ラソ・カベルネソーヴィニヨン,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
31449,K293550000054,ワ他　コノスル・カベルネ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
31497,100italiamira,イタリアワインミラモンテセット　２本,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,1500,10,100,100
31664,6A00002241661,Pﾌﾞﾙﾉ ｻﾝﾄﾈｰ ﾊﾟｽﾀﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,0,6A,6A0,6A0
31665,6A00002262857,Eﾏﾙﾀﾝ ｸﾚﾏﾝﾄﾞﾌﾞﾙｺﾞｰﾆﾕ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,0,6A,6A0,6A0
31691,A512061,【成城石井】リボンウッドマールボロソーヴィニヨンブラン （取寄品）,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,0,A5,A51,A51
31692,AAA001798981A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
31693,K291131016001,玉鶴　佳撰　瓶　　,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
31694,K291131991010,清洲　鬼ころし　３Ｌ　パックＣ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,3000,K2,K29,K29
31695,K291142010027,家康の里　本醸造　神水仕込１．８,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
31696,K291143010193,越の寒中梅　純米吟醸　金ラベル１．８,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
31697,K291145012022,久保田　紅寿　純米吟醸,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
31698,K293122010011,モンキーショルダー　トリプルモルト,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
31699,K293124010032,アードベッグ　アードボッグ,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
31700,K293124015010,ボウモア　ダーケスト,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,750,K2,K29,K29
31701,K293130000021,他　ザ　イエローローズ　オブ　テキサス８年,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,750,K2,K29,K29
31702,K293222015002,ピエール　セギュノー　レゼルブ,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
31703,K293522010320,ジョセフカスタン　コスティエルドニム１１,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
31704,K293524010001,ＦＢ－２５２　ヴァンドペイ・ドック　ピノ・ノ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
31705,K293540000033,ラクリマクリスティ　赤　サングレゴリオ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
31706,K293542010185,ファンティー二　チェラズオーロ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
31707,K293553010085,イヌリエータ・スール,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
31708,K293554010030,バルディビエソ　カベルネ　３７５ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,375,K2,K29,K29
31840,4901004beer24,アサヒビール６種アソートセット　３５３５０ｍｌ×２４,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,8400,49,490,490
31921,6A00002245843,ｼﾔﾄｰ ﾌｵﾝｷﾞﾖﾝ ﾗﾝｸﾛ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,0,6A,6A0,6A0
31922,6A00002286174,ﾌﾟﾗﾁｴｵ ｻﾚﾝﾄ ｼﾔﾙﾄﾞﾈ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,0,6A,6A0,6A0
31962,K291122011003,菊川　米の極　純米　１．８Ｌ　　,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
31963,K291131011004,清州城信長鬼ころし　ミニパック１８０ｍｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,180,K2,K29,K29
31964,K291141013004,高の井　無糖加,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
31965,K291141013007,土佐　司牡丹１．８,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
31966,K291143010109,太平山　秋田生もと純米７２０,014,飲料･酒類,001,清酒,999,その他,,,その他,,,720,K2,K29,K29
31967,K291143013115,大七　純米生もと１．８Ｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
31968,K291144010061,渓流大吟醸　非売品　金賞受賞酒　木箱入７２０,014,飲料･酒類,001,清酒,999,その他,,,その他,,,720,K2,K29,K29
31969,K293112010025,竹鶴　ピュアモルト　７００ｍｌ,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
31970,K293124010003,エドラダワー　１０年,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
31971,K293411010209,ハイリキ　ザ・スペシャルオレンジ　３５０ｍｌ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
31972,K293411990112,ＳＴ　－１９６℃　ストロングゼロＷレモンＣ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
31973,K293521012027,Ｓクレスマン・シャルドネ・ソロＶＤＰ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
31974,K293522010310,オー・メドック・ド・ジスクール２００９,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
31975,K293530000026,ワイン他　プリマリア・リープＱｂＡ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
31976,K293555010039,サンゲ・デ・ホイ　スアベ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
31977,P435837,マルコメ プラス糀 糀甘酒の素 ５００ｍｌ １箱（１２本入）,014,飲料･酒類,999,その他,999,その他,,,その他,,,6000,P4,P43,P43
32214,AAA000470661A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
32215,AAA001812206A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
32216,K291140000278,白瀧　魚沼　濃醇純米　７２０ｍｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,720,K2,K29,K29
32217,K291142011014,孝の司　吟醸７２０ｍｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,,,720,K2,K29,K29
32218,K291143010149,白老　千寿純米　７２０,014,飲料･酒類,001,清酒,999,その他,,,その他,,,720,K2,K29,K29
32219,K293132014001,ジムビーム・ブラックラベル,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),011,その他,,,その他,,,700,K2,K29,K29
32220,K293411990097,Ｋ　氷結　ＺＥＲＯ　グレープフルーツ３５０缶,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
32221,K293411990189,ハイリキ　ザ・スペシャル　レモン３５０ｍｌＣ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
32222,K293414990037,ライフガードチューハイ　３５０ｍｌ(新)　Ｃ,014,飲料･酒類,083,RTD,006,その他,,,その他,,,350,K2,K29,K29
32223,K293520000107,他　ジュブレ　シャンベルタン　ル　グラン０７,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,K2,K29,K29
32478,607970m,モンテ　ＦＤＭアリアニコ　赤　７５０■,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,60,607,607
32483,699006m,韓国産　柿グリンＳＰ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,69,699,699
32484,699100m,ダンサンテ　サンジョベーゼ　　　　　　７５,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,69,699,699
32522,AAA000220863A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
32523,AAA000313479A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾜｲﾝ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,,,750,AA,AAA,AAA
32524,K291121015001,風雪鬼ころし　２Ｌパック,014,飲料･酒類,001,清酒,999,その他,,,その他,,,2000,K2,K29,K29
32525,K291142011023,神杉　本醸造１．８,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
32526,K291142012001,蓬莱泉　人生感意気　　,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
32527,K291152010082,越後杜氏の里　蔵元厳封・吟醸生貯蔵１．８,014,飲料･酒類,001,清酒,999,その他,,,その他,,,1800,K2,K29,K29
32528,K291161010004,松竹梅　上撰１．８Ｌ２本しばり,014,飲料･酒類,001,清酒,999,その他,,,その他,,,3600,K2,K29,K29
