item_cd,item_name,itemnm,count,amount,quantity
4971980853244,合同ビッグマン２０°パック　　　　　　　２０００ｍｌ,合同酒精 ビッグマン青森限定_２０度_甲_２Ｌ_パック,4,3319,4
4971980864332,直球勝負　１２°　　４０００ｍｌ,合同　直球勝負　１２度　甲　４Ｌ,1,1313,1
4971980908302,合同　レゲエパンチ　３５０ｍｌ,合同酒精 レゲエパンチ_３５０ｍｌ_缶,69,15010,121
4971980908555,合同　レゲエパンチ　レモン　３５０ｍｌ,合同酒精 レゲエパンチ＜レモン＞_３５０ｍｌ_缶,9,2156,18
4971980967859,そば盛り　２５°　　１８００ｍｌパック,そば盛り　２５度　甲　そば　１．８Ｌ,1,930,1
4972212070903,楽園ワイン赤パック　１８０ｍｌ　　　　　＜清洲桜醸造＞,清洲桜　楽園　ワイン　赤　ミニパック　１８０ｍｌ,9,998,12
4972212070910,楽園ワイン白パック　１８０ｍｌ　　　　　＜清洲桜醸造＞,清洲桜　楽園　ワイン　白　ミニパック　１８０ｍｌ,5,470,5
4972545013349,銀盤　播州５０　　　純米大吟醸７２０ｍｌ,銀盤酒造 地酒_銀盤播州５０純米大吟醸酒_７２０ｍｌ,2,2028,2
4972545026103,銀盤　蘭カップ　　　２００ｍｌ,,5,807,9
4972776100016,乙２５°赤霧島　　　１８００ｍｌ　　　　＜霧島酒造＞,霧島酒造 赤霧島_２５度_乙_芋_１．８Ｌ,1,1980,1
4972776130068,茜霧島　２５°芋　　９００ｍｌ　　　　　＜霧島酒造＞,霧島酒造 茜霧島_２５度_乙_芋_９００ｍｌ,40,53024,47
4972776130877,黒霧島２０度瓶　　　９００ｍｌ,霧島酒造 黒霧島_２０度_乙_芋_９００ｍｌ,1,797,1
4972776140036,白霧島　２５°　　　９００ｍｌ,霧島酒造 白霧島_２５度_乙_芋_９００ｍｌ,8,6543,8
4972776140081,白霧島　２５°パック１８００ｍｌ,霧島酒造 白霧島_２５度_乙_芋_１．８Ｌ_パック,76,128299,87
4972776141859,赤霧島　２５°　　　９００ｍｌ,霧島酒造 赤霧島_２５度_乙_芋_９００ｍｌ,26,38844,34
4972776180025,赤霧島　２５°　　　パック　１８００ｍｌ,霧島酒造 赤霧島_２５度_乙_芋_１．８Ｌ_パック,43,86930,45
4972776180063,虎斑霧島　２５°　　９００ｍｌ,霧島酒造 虎斑霧島_２５度_乙_芋_９００ｍｌ,1,1175,1
4972776180070,黒霧島ＥＸ　２５°　９００ｍｌ,霧島酒造 黒霧島ＥＸ_２５度_乙_芋_９００ｍｌ,14,13934,15
4972776180247,黒霧島ＥＸ２５°　　パック　　　　　　　１．８Ｌ,霧島酒造 黒霧島ＥＸ_２５度_乙_芋_１．８Ｌ_パック,4,7518,4
4972776936950,黒霧島　２０°パック１８００ｍｌ,霧島酒造 黒霧島_２０度_乙_芋_１．８Ｌ_パック,10,21558,16
4972776941879,黒霧島　２５°　　　９００ｍｌ,霧島酒造 黒霧島_２５度_乙_芋_９００ｍｌ,60,56806,68
4972776941954,黒霧島　２５°瓶　　１８００ｍｌ,霧島酒造 黒霧島_２５度_乙_芋_１．８Ｌ,7,10763,7
4972776945389,黒霧島　２５°カップ２００ｍｌ,霧島酒造 黒霧島_２５度_乙_芋_２００ｍｌ_ペット,21,5819,26
4972776946874,黒霧島　２５°パック９００ｍｌ,霧島酒造 黒霧島_２５度_乙_芋_９００ｍｌ_パック,27,21566,25
4972776946959,黒霧島　２５°パック１８００ｍｌ,霧島酒造 黒霧島_２５度_乙_芋_１．８Ｌ_パック,249,426723,290
4972842371104,ローヤルサワー　　　レモン１０００ｍｌ,,1,187,1
4972842371135,ローヤルサワー　　　グレフル１０００ｍｌ,木村飲料 ローヤルサワー_グレープフルーツ_１Ｌ_ペット,1,149,1
4973003569460,萬歳楽　加賀梅酒　　７２０ｍｌ,小堀酒造 萬歳楽_加賀梅酒_７２０ｍｌ,1,1478,1
4973480300044,甘熟ぶどうのおいしいワイン赤　５００ｍｌ　＜メルシャン＞,メルシャン　甘熟ぶどうのおいしいワイン赤５００ｍｌ,5,3415,7
4973480300051,甘熟ぶどうのおいしいワイン白　５００ｍｌ　＜メルシャン＞,メルシャン　甘熟ぶどうのおいしいワイン白５００ｍｌ,5,2687,5
4973480310326,ワインライフ　赤　　１８００ｍｌ,ﾒﾙｼｬﾝ ワインライフ 赤 1800ml,1,788,1
4973480311453,ボンルージュ　　　　赤　ペット　　　　　１５００ｍｌ,メルシャン　ボン・ルージュ　赤　ペット　１．５Ｌ,8,7555,8
4973480311460,おいしい無添加　　　赤ワイン　ペット　　１５００ｍｌ,メルシャン　おいしい無添加赤ワインＰＥＴ　１．５Ｌ,13,12431,15
4973480311477,おいしい無添加　　　ふくよか　赤　ペット　１５００ｍｌ,メルシャン　おいしい無添加ふくよか赤ＰＥＴ１．５Ｌ,54,49548,58
