jancd,makercd,itemnm,itemkn,tanka,itemkikaku,itemtani,irisu,width,height,depth,jcat1cd,jcat2cd,jcat3cd,jcat4cd,jcatnm,scat1cd,scat2cd,scat3cd,scat4cd,scat1nm,scat2nm,scat3nm,scat4nm,syubaiflg,hatdate,instime,updtime,delete_flg
J842517,4904670,宝酒造 タカラCANチューハイ「直搾り」日本の農園から 小笠原パッションフルーツ 350ml ×6缶,CANﾁｭｰﾊｲ｢ｼﾞｶｼﾎﾞﾘ｣ﾆﾎﾝﾉﾉｳｴﾝｶﾗｵｶﾞ,0,2100.0,ml,6,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J842518,4904670,宝酒造 タカラCANチューハイ「直搾り」日本の農園から 小笠原パッションフルーツ 350ml ×24缶,ﾀｶﾗCANﾁｭｰﾊｲ｢ｼﾞｶｼﾎﾞﾘ｣ﾆﾎﾝﾉﾉｳｴﾝｶﾗ,0,8400.0,ml,24,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-08-31 00:00:00,2019-10-23 00:00:00,0
J842638,4901777,サントリー -196℃ストロングゼロ＜まるごとラ・フランス＞350ml×3缶,ｻﾝﾄﾘｰ-196℃ｽﾄﾛﾝｸﾞｾﾞﾛ<ﾏﾙｺﾞﾄﾗ･ﾌﾗﾝ,0,1050.0,ml,3,0,0,0,,,,,,014,083,003,001,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ高アル(8%以上),0,,2018-08-31 00:00:00,2019-10-23 00:00:00,0
J842639,4901777,サントリー -196℃ストロングゼロ＜まるごとラ・フランス＞350ml×6缶,ｻﾝﾄﾘｰ-196℃ｽﾄﾛﾝｸﾞｾﾞﾛ<ﾏﾙｺﾞﾄﾗ･ﾌﾗﾝ,0,2100.0,ml,6,0,0,0,,,,,,014,083,003,001,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ高アル(8%以上),0,,2018-08-31 00:00:00,2019-10-23 00:00:00,0
J842641,4901777,サントリー ザ・カクテルバー プロフェッショナル＜ソルティドッグ＞×3缶,ｻﾝﾄﾘｰｻﾞ･ｶｸﾃﾙﾊﾞｰﾌﾟﾛﾌｪｯｼｮﾅﾙ<ｿﾙﾃｨ,0,1050.0,ml,3,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-08-31 00:00:00,2019-10-23 00:00:00,0
J842642,4901777,サントリー ザ・カクテルバー プロフェッショナル＜ソルティドッグ＞×6缶,ｻﾝﾄﾘｰｻﾞ･ｶｸﾃﾙﾊﾞｰﾌﾟﾛﾌｪｯｼｮﾅﾙ<ｿﾙﾃｨ,0,2100.0,ml,6,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-08-31 00:00:00,2019-10-23 00:00:00,0
J842644,4901880,サッポロビール ウメカク ソーダ仕立ての梅酒カクテル シャインマスカット×3缶,ｻｯﾎﾟﾛﾋﾞｰﾙｳﾒｶｸｿｰﾀﾞｼﾀﾃﾉｳﾒｼｭｶｸﾃﾙｼ,0,1050.0,ml,3,0,0,0,,,,,,014,083,003,003,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ低アル(3%以下),0,,2018-08-31 00:00:00,2019-10-23 00:00:00,0
J842645,4901880,サッポロビール ウメカク ソーダ仕立ての梅酒カクテル シャインマスカット×6缶,ｻｯﾎﾟﾛﾋﾞｰﾙｳﾒｶｸｿｰﾀﾞｼﾀﾃﾉｳﾒｼｭｶｸﾃﾙｼ,0,2100.0,ml,6,0,0,0,,,,,,014,083,003,003,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ低アル(3%以下),0,,2018-08-31 00:00:00,2019-10-23 00:00:00,0
J842646,4901880,サッポロビール ウメカク ソーダ仕立ての梅酒カクテル シャインマスカット×24缶,ｻｯﾎﾟﾛﾋﾞｰﾙｳﾒｶｸｿｰﾀﾞｼﾀﾃﾉｳﾒｼｭｶｸﾃﾙｼ,0,8400.0,ml,24,0,0,0,,,,,,014,083,003,003,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ低アル(3%以下),0,,2018-08-31 00:00:00,2019-10-23 00:00:00,0
J842647,4901004,アサヒビール アサヒオリオン マンゴーのビアカクテル 350ml×6缶,ｱｻﾋﾋﾞｰﾙｱｻﾋｵﾘｵﾝﾏﾝｺﾞｰﾉﾋﾞｱｶｸﾃﾙ350,0,2100.0,ml,6,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-08-31 00:00:00,2019-10-23 00:00:00,0
J842649,4901004,アサヒビール アサヒオリオン マンゴーのビアカクテル 350ml×48缶,ｱｻﾋﾋﾞｰﾙｱｻﾋｵﾘｵﾝﾏﾝｺﾞｰﾉﾋﾞｱｶｸﾃﾙ350,0,16800.0,ml,48,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-08-31 00:00:00,2019-10-23 00:00:00,0
J842650,4901004,アサヒ もぎたて＜手摘み白桃＞_５００ｍｌ×３_缶,ｱｻﾋﾋﾞｰﾙｱｻﾋﾓｷﾞﾀﾃﾃﾂﾞﾐﾊｸﾄｳ500ml×3,0,1500.0,ml,3,0,0,0,,,,,,014,083,003,001,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ高アル(8%以上),0,,2018-08-31 00:00:00,2019-10-23 00:00:00,0
J842651,4901004,アサヒ もぎたて＜手摘み白桃＞_５００ｍｌ×６_缶,ｱｻﾋﾋﾞｰﾙｱｻﾋﾓｷﾞﾀﾃﾃﾂﾞﾐhｶｳﾄｳ500ml×,0,3000.0,ml,6,0,0,0,,,,,,014,083,003,001,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ高アル(8%以上),0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J842653,4901004,アサヒ もぎたて＜手摘み白桃＞_３５０ｍｌ×３_缶,ｱｻﾋﾋﾞｰﾙｱｻﾋﾓｷﾞﾀﾃﾃﾂﾞﾐﾊｸﾄｳ350ml×3,0,1050.0,ml,3,0,0,0,,,,,,014,083,003,001,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ高アル(8%以上),0,,2018-08-31 00:00:00,2019-10-23 00:00:00,0
J842654,4901004,アサヒ もぎたて＜手摘み白桃＞_３５０ｍｌ×６_缶,ｱｻﾋﾋﾞｰﾙｱｻﾋﾓｷﾞﾀﾃﾃﾂﾞﾐﾊｸﾄｳ350ml×6,0,2100.0,ml,6,0,0,0,,,,,,014,083,003,001,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ高アル(8%以上),0,,2018-08-31 00:00:00,2019-10-23 00:00:00,0
J929715,4901880,サッポロビール ネクターサワー 2種アソート 350ml4缶パック 1パック,ｻｯﾎﾟﾛﾋﾞｰﾙﾈｸﾀｰｻﾜｰ2ｼｭｱｿｰﾄ350ml4ｶ,0,1400.0,ml,1,0,0,0,,,,,,014,083,003,003,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ低アル(3%以下),0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J929912,4901777,サントリー 京の秋 贅沢づくり 350ml × 6缶,ｻﾝﾄﾘｰｷｮｳﾉｱｷｾﾞｲﾀｸﾂﾞｸﾘ350ml×6ｶﾝ,0,2100.0,ml,6,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-08-31 00:00:00,2019-10-23 00:00:00,0
J929914,4901777,サントリー 京の秋 贅沢づくり 350ml × 48缶,ｻﾝﾄﾘｰｷｮｳﾉｱｷｾﾞｲﾀｸﾂﾞｸﾘ350ml×48ｶﾝ,0,16800.0,ml,48,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-08-31 00:00:00,2019-10-23 00:00:00,0
J929915,4901777,サントリー -196℃ 秋ぶどう 350ml ×3缶,ｻﾝﾄﾘｰ-196℃ｱｷﾌﾞﾄﾞｳ350ml×3ｶﾝ,0,1050.0,ml,3,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-08-31 00:00:00,2019-10-23 00:00:00,0
J929916,4901777,サントリー -196℃ 秋ぶどう 350ml × 6缶,ｻﾝﾄﾘｰ-196℃ｱｷﾌﾞﾄﾞｳ350ml×6ｶﾝ,0,2100.0,ml,6,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-08-31 00:00:00,2019-10-23 00:00:00,0
J929918,4901880,サッポロビール りらくす さっぱりグレープフルーツビネガー 350ml ×3缶,ｻｯﾎﾟﾛﾋﾞｰﾙﾘﾗｸｽｻｯﾊﾟﾘｸﾞﾚｰﾌﾟﾌﾙｰﾂﾋﾞ,0,1050.0,ml,3,0,0,0,,,,,,014,083,002,001,飲料･酒類,RTD,柑橘系,柑橘高アル(8%以上),0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J929919,4901880,サッポロビール りらくす さっぱりグレープフルーツビネガー 350ml × 6缶,,0,2100.0,ml,6,0,0,0,,,,,,014,083,002,001,飲料･酒類,RTD,柑橘系,柑橘高アル(8%以上),0,,2018-11-01 00:00:00,2019-10-23 00:00:00,0
J929921,4901880,サッポロビール りらくす さっぱりグレープフルーツビネガー 500ml ×3缶,,0,1500.0,ml,3,0,0,0,,,,,,014,083,002,001,飲料･酒類,RTD,柑橘系,柑橘高アル(8%以上),0,,2018-11-01 00:00:00,2019-10-23 00:00:00,0
J929922,4901880,サッポロビール りらくす さっぱりグレープフルーツビネガー 500ml × 6缶,ｻｯﾎﾟﾛﾋﾞｰﾙﾘﾗｸｽｻｯﾊﾟﾘｸﾞﾚｰﾌﾟﾌﾙｰﾂﾋﾞ,0,3000.0,ml,6,0,0,0,,,,,,014,083,002,001,飲料･酒類,RTD,柑橘系,柑橘高アル(8%以上),0,,2018-10-11 00:00:00,2019-10-23 00:00:00,0
J929923,4901880,サッポロビール りらくす さっぱりグレープフルーツビネガー 500ml ×24缶,,0,12000.0,ml,24,0,0,0,,,,,,014,083,002,001,飲料･酒類,RTD,柑橘系,柑橘高アル(8%以上),0,,2018-11-01 00:00:00,2019-10-23 00:00:00,0
J929932,4901004,アサヒビール 【秋限定】クリアアサヒ 秋の宴 500ml × 48缶,ｱｻﾋﾋﾞｰﾙｸﾘｱｱｻﾋｱｷﾉｳﾀｹﾞ500ml×48ｶﾝ,0,24000.0,ml,48,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J929935,4901004,アサヒビール 【秋限定】クリアアサヒ 秋の宴 350ml × 48缶,ｱｻﾋﾋﾞｰﾙｸﾘｱｱｻﾋｱｷﾉｳﾀｹﾞ350ml×48ｶﾝ,0,16800.0,ml,48,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J929936,4901004,アサヒビール 【秋限定】アサヒチューハイ果実の瞬間 山梨産完熟ピオーネ ×3缶,ｶｼﾞﾂﾉｼｭﾝｶﾝﾔﾏﾅｼｻﾝｶﾝｼﾞｭｸﾋﾟｵｰﾈ×3ｶ,0,1050.0,ml,3,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J929937,4901004,アサヒビール 【秋限定】アサヒチューハイ果実の瞬間 山梨産完熟ピオーネ × 6缶,ｶｼﾞﾂﾉｼｭﾝｶﾝﾔﾏﾅｼｻﾝｶﾝｼﾞｭｸﾋﾟｵｰﾈ×6ｶ,0,2100.0,ml,6,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J929939,4901004,アサヒビール 【秋限定】アサヒチューハイ果実の瞬間 国産和梨 350ml ×3缶,ｶｼﾞﾂﾉｼｭﾝｶﾝｺｸｻﾝﾜﾅｼ350ml×3ｶﾝ,0,1050.0,ml,3,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J929940,4901004,アサヒビール 【秋限定】アサヒチューハイ果実の瞬間 国産和梨 350ml × 6缶,ｶｼﾞﾂﾉｼｭﾝｶﾝｺｸｻﾝﾜﾅｼ350ml×6ｶﾝ,0,2100.0,ml,6,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J929942,4904670,宝酒造 タカラ「焼酎ハイボール」＜ いよかん割り ＞ ×3缶,ｼｮｳﾁｭｳﾊｲﾎﾞｰﾙ<ｲﾖｶﾝﾜﾘ>×3ｶﾝ,0,1050.0,ml,3,0,0,0,,,,,,014,083,002,002,飲料･酒類,RTD,柑橘系,柑橘中アル(4-7%),0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J929943,4904670,宝酒造 タカラ「焼酎ハイボール」＜ いよかん割り ＞ × 6缶,ｼｮｳﾁｭｳﾊｲﾎﾞｰﾙ<ｲﾖｶﾝﾜﾘ>×6ｶﾝ,0,2100.0,ml,6,0,0,0,,,,,,014,083,002,002,飲料･酒類,RTD,柑橘系,柑橘中アル(4-7%),0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J929945,4904670,宝酒造 タカラ「焼酎ハイボール」＜ いよかん割り ＞ ×3缶,,0,1500.0,ml,3,0,0,0,,,,,,014,083,002,002,飲料･酒類,RTD,柑橘系,柑橘中アル(4-7%),0,,2018-11-01 00:00:00,2019-10-23 00:00:00,0
J929946,4904670,宝酒造 タカラ「焼酎ハイボール」＜ いよかん割り ＞ × 6缶,ｼｮｳﾁｭｳﾊｲﾎﾞｰﾙ｣<ｲﾖｶﾝﾜﾘ>×6ｶﾝ,0,2100.0,ml,6,0,0,0,,,,,,014,083,002,002,飲料･酒類,RTD,柑橘系,柑橘中アル(4-7%),0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J933072,4901411,キリンビール 氷結 ゼロ 白ぶどう（通年品）350ml × 3缶,ｷﾘﾝﾋﾞｰﾙﾋｮｳｹﾂｾﾞﾛｼﾛﾌﾞﾄﾞｳ350ml×3ｶ,0,1050.0,ml,3,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J933073,4901411,キリンビール 氷結 ゼロ 白ぶどう（通年品）350ml × 6缶,ｷﾘﾝﾋﾞｰﾙﾋｮｳｹﾂｾﾞﾛｼﾛﾌﾞﾄﾞｳ350ml×6ｶ,0,2100.0,ml,6,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-10-11 00:00:00,2019-10-23 00:00:00,0
J933493,456015254,北海道麦酒醸造株式会社 フルーツブルーイング メロンエール × 3本,ﾌﾙｰﾂﾌﾞﾙｰｲﾝｸﾞﾒﾛﾝｴｰﾙ×3ﾎﾝ,0,900.0,ml,3,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J933496,456015254,北海道麦酒醸造株式会社 フルーツブルーイング ナイアガラエール × 3本,ﾌﾙｰﾂﾌﾞﾙｰｲﾝｸﾞﾅｲｱｶﾞﾗｴｰﾙ×3ﾎﾝ,0,900.0,ml,3,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J933499,456015254,北海道麦酒醸造株式会社 フルーツブルーイング ピーチホワイトエール × 3本,ﾌﾙｰﾂﾌﾞﾙｰｲﾝｸﾞﾋﾟｰﾁﾎﾜｲﾄｴｰﾙ×3ﾎﾝ,0,900.0,ml,3,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J933502,456015254,北海道麦酒醸造株式会社 フルーツブルーイング レモンラガー × 3本,ﾌﾙｰﾂﾌﾞﾙｰｲﾝｸﾞﾚﾓﾝﾗｶﾞｰ×3ﾎﾝ,0,900.0,ml,3,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J933505,456015254,北海道麦酒醸造株式会社 フルーツブルーイング ペアラガー × 3本,ﾌﾙｰﾂﾌﾞﾙｰｲﾝｸﾞﾍﾟｱﾗｶﾞｰ×3ﾎﾝ,0,900.0,ml,3,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J933508,,北海道麦酒醸造株式会社 道産素材 ハスカップ × 3缶,ﾄﾞｳｻﾝｿｻﾞｲﾊｽｶｯﾌﾟ×3ｶﾝ,0,1050.0,ml,3,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-10-11 00:00:00,2019-10-23 00:00:00,0
J933509,456015254,北海道麦酒醸造株式会社 道産素材 ハスカップ × 6缶,ﾄﾞｳｻﾞﾝｿｻﾞｲﾊｽｶｯﾌﾟ×6ｶﾝ,0,2100.0,ml,6,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J933510,,北海道麦酒醸造株式会社 道産素材 ハスカップ × 24缶,ﾄﾞｳｻﾝｿｻﾞｲﾊｽｶｯﾌﾟ×24ｶﾝ,0,8400.0,ml,24,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-10-11 00:00:00,2019-10-23 00:00:00,0
J933511,456015254,北海道麦酒醸造株式会社 道産素材 夕張メロン × 3缶,ﾄﾞｳｻﾞﾝｿｻﾞｲﾕｳﾊﾞﾘﾒﾛﾝ×3ｶﾝ,0,1050.0,ml,3,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J933512,,北海道麦酒醸造株式会社 道産素材 夕張メロン × 6缶,ﾄﾞｳｻﾝｿｻﾞｲﾕｳﾊﾞﾘﾒﾛﾝ×6ｶﾝ,0,2100.0,ml,6,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-10-11 00:00:00,2019-10-23 00:00:00,0
J933513,,北海道麦酒醸造株式会社 道産素材 夕張メロン × 24缶,ﾄﾞｳｻﾝｿｻﾞｲﾕｳﾊﾞﾘﾒﾛﾝ×24ｶﾝ,0,8400.0,ml,24,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-10-11 00:00:00,2019-10-23 00:00:00,0
J933514,,北海道麦酒醸造株式会社 道産素材 余市ぶどう × 3缶,ﾄﾞｳｻﾝｿｻﾞｲﾖｲﾁﾌﾞﾄﾞｳ×3ｶﾝ,0,1050.0,ml,3,0,0,0,,,,,,014,083,003,003,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ低アル(3%以下),0,,2018-10-11 00:00:00,2019-10-23 00:00:00,0
J933515,,北海道麦酒醸造株式会社 道産素材 余市ぶどう × 6缶,ﾄﾞｳｻﾝｿｻﾞｲﾖｲﾁﾌﾞﾄﾞｳ×6ｶﾝ,0,2100.0,ml,6,0,0,0,,,,,,014,083,003,003,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ低アル(3%以下),0,,2018-10-11 00:00:00,2019-10-23 00:00:00,0
J933516,,北海道麦酒醸造株式会社 道産素材 余市ぶどう × 24缶,ﾄﾞｳｻﾝｿｻﾞｲﾖｲﾁﾌﾞﾄﾞｳ×24ｶﾝ,0,8400.0,ml,24,0,0,0,,,,,,014,083,003,003,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ低アル(3%以下),0,,2018-10-11 00:00:00,2019-10-23 00:00:00,0
J933517,,北海道麦酒醸造株式会社 JAよいち りんごのほっぺチューハイ × 3缶,JAﾖｲﾁﾘﾝｺﾞﾉﾎｯﾍﾟﾁｭｰﾊｲ×3ｶﾝ,0,1050.0,ml,3,0,0,0,,,,,,014,083,003,003,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ低アル(3%以下),0,,2018-10-11 00:00:00,2019-10-23 00:00:00,0
J933518,,北海道麦酒醸造株式会社 JAよいち りんごのほっぺチューハイ × 6缶,JAﾖｲﾁﾘﾝｺﾞﾉﾎｯﾍﾟﾁｭｰﾊｲ×6ｶﾝ,0,2100.0,ml,6,0,0,0,,,,,,014,083,003,003,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ低アル(3%以下),0,,2018-10-11 00:00:00,2019-10-23 00:00:00,0
J933519,,北海道麦酒醸造株式会社 JAよいち りんごのほっぺチューハイ × 24缶,,0,8400.0,ml,24,0,0,0,,,,,,014,083,003,003,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ低アル(3%以下),0,,2018-11-01 00:00:00,2019-10-23 00:00:00,0
J933520,,北海道麦酒醸造株式会社 JAよいち ぶどうのめぐみチューハイ × 3缶,JAﾖｲﾁﾌﾞﾄﾞｳﾉﾒｸﾞﾐﾁｭｰﾊｲ×3ｶﾝ,0,1050.0,ml,3,0,0,0,,,,,,014,083,003,003,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ低アル(3%以下),0,,2018-10-11 00:00:00,2019-10-23 00:00:00,0
J933521,,北海道麦酒醸造株式会社 JAよいち ぶどうのめぐみチューハイ × 6缶,,0,2100.0,ml,6,0,0,0,,,,,,014,083,003,003,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ低アル(3%以下),0,,2018-11-01 00:00:00,2019-10-23 00:00:00,0
J933522,,北海道麦酒醸造株式会社 JAよいち ぶどうのめぐみチューハイ × 24缶,JAﾖｲﾁﾌﾞﾄﾞｳﾉﾒｸﾞﾐﾁｭｰﾊｲ×24ｶﾝ,0,8400.0,ml,24,0,0,0,,,,,,014,083,003,003,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ低アル(3%以下),0,,2018-10-11 00:00:00,2019-10-23 00:00:00,0
J933892,4901777,サントリー -196℃ストロングゼロ＜ビターシトラス＞350ml × 3缶,-196℃ｽﾄﾛﾝｸﾞｾﾞﾛ<ﾋﾞﾀｰｼﾄﾗｽ>350ml×,0,1050.0,ml,3,0,0,0,,,,,,014,083,002,001,飲料･酒類,RTD,柑橘系,柑橘高アル(8%以上),0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J933893,4901777,サントリー -196℃ストロングゼロ＜ビターシトラス＞350ml × 6缶,-196℃ｽﾄﾛﾝｸﾞｾﾞﾛ<ﾋﾞﾀｰｼﾄﾗｽ>350ml×,0,2100.0,ml,6,0,0,0,,,,,,014,083,002,001,飲料･酒類,RTD,柑橘系,柑橘高アル(8%以上),0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J933895,4901777,サントリー -196℃ストロングゼロ＜ビターシトラス＞500ml × 3缶,-196℃ｽﾄﾛﾝｸﾞｾﾞﾛ<ﾋﾞﾀｰｼﾄﾗｽ>500ml×,0,1500.0,ml,3,0,0,0,,,,,,014,083,002,001,飲料･酒類,RTD,柑橘系,柑橘高アル(8%以上),0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J933896,4901777,サントリー -196℃ストロングゼロ＜ビターシトラス＞500ml × 6缶,-196℃ｽﾄﾛﾝｸﾞｾﾞﾛ<ﾋﾞﾀｰｼﾄﾗｽ>500ml×,0,3000.0,ml,6,0,0,0,,,,,,014,083,002,001,飲料･酒類,RTD,柑橘系,柑橘高アル(8%以上),0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J933898,4901777,サントリー こくしぼりプレミアム＜贅沢カシスオレンジ＞350ml × 3缶,ｺｸｼﾎﾞﾘﾌﾟﾚﾐｱﾑ<ｾﾞｲﾀｸｶｼｽｵﾚﾝｼﾞ>350,0,1050.0,ml,3,0,0,0,,,,,,014,083,002,002,飲料･酒類,RTD,柑橘系,柑橘中アル(4-7%),0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
J933899,4901777,サントリー こくしぼりプレミアム＜贅沢カシスオレンジ＞350ml × 6缶,ｺｸｼﾎﾞﾘﾌﾟﾚﾐｱﾑ<ｾﾞｲﾀｸｶｼｽｵﾚﾝｼﾞ>350,0,2100.0,ml,6,0,0,0,,,,,,014,083,002,002,飲料･酒類,RTD,柑橘系,柑橘中アル(4-7%),0,,2018-10-04 00:00:00,2019-10-23 00:00:00,0
